,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
127,*bʰei̯h₂-{0},perfect,Baltic,lit.,false,bijaũ,sich fürchten,6,"6: Bildung unklar, offenbar ist *bʰih₂- mit einem Suffix *-ā- (bedeutungsmäßig mit dem Zustands-Suffix *-ē- vergleichbar) erweitert; im Lett. neben bijãju, bijât ‘fürchten’ auch bîstuos, bîtiês ‘sich fürchten’; vgl. STANG, Gramm. 324-5.","?[lit. bijaũ, (bijóti) ‘sich fürchten’{6}"
128,*bʰei̯h₂-{0},perfect,Baltic,lit.,false,bijóti,sich fürchten,,,"?[lit. bijaũ, (bijóti) ‘sich fürchten’{6}"
129,*bʰei̯h₂-{0},perfect,Slavic,aksl.,false,bojǫ sę,sich fürchten,7,"7: Vgl. STANG, Verbum 24, 146; VAILLANT III 392; KÜMMEL, Perfekt 338.","[aksl. bojǫ sę, (bojati sę) ‘sich fürchten’{7}"
130,*bʰei̯h₂-{0},perfect,Slavic,aksl.,false,bojati sę,sich fürchten,,,"[aksl. bojǫ sę, (bojati sę) ‘sich fürchten’{7}"
131,*bʰei̯h₂-{0},causative,Indic,ved.,false,bhāyayanti,erschrecken jmdn.,8,8: S. GOTŌ 225478.,"ved. bhāyayanti AVP 2,57,5 ‘erschrecken jmdn.’{8}"
132,?*bʰeld-{1},full-grade e-present,Baltic,lit.,false,béldžiu,"klopfen, pochen",,,"[lit. béldžiu, (bélsti) ‘klopfen, pochen’"
133,?*bʰeld-{1},full-grade e-present,Baltic,lit.,false,bélsti,"klopfen, pochen",,,"[lit. béldžiu, (bélsti) ‘klopfen, pochen’"
134,?*bʰeld-{1},R(z)e-present,Baltic,lit.,false,"bìldu, (bildė́ti)",dröhnen,,,"lit. bìldu, (bildė́ti) ‘dröhnen’"
135,*bʰelg̑ʰ-{1},full-grade e-present,Germanic,ae.,false,belgan,zürnen,3,3: Grundbedeutung noch im an. Ptz. bolginn ‘angeschwollen’; vgl. SEEBOLD 99-100.,ae. (+) belgan ‘zürnen’{3}
136,*bʰelg̑ʰ-{1},éi̯e-causative–iterative,Germanic,ae.,false,-belgan,erzürnen,,,"an. belgja ‘aufbauschen’, ae. (+) -belgan ‘erzürnen’"
137,*bʰelg̑ʰ-{1},éi̯e-causative–iterative,Germanic,an.,false,belgja,aufbauschen,,,"an. belgja ‘aufbauschen’, ae. (+) -belgan ‘erzürnen’"
138,?*bʰelH-{1},full-grade e-present,Germanic,ae.,false,bellan,brüllen,3,"3: Vgl. LÜHR, MSS 35 (1976) 77.","ae. bellan ‘brüllen’, ahd. bellan ‘bellen’{3}"
139,?*bʰelH-{1},full-grade e-present,Germanic,ahd.,false,bellan,bellen,3,"3: Vgl. LÜHR, MSS 35 (1976) 77.","ae. bellan ‘brüllen’, ahd. bellan ‘bellen’{3}"
140,?*bʰelH-{1},zero-grade i̯é-present,Germanic,"The requested information cannot be extracted from the given text: ""an. (+) bylja ‘dröhnen’{4}"". Please provide the information in the specified format so that I can assist you with the conversion to CSV format.",,,,,,an. (+) bylja ‘dröhnen’{4}
141,?*bʰelH-{1},iterative,Germanic,an.,false,belja,brüllen,5,5: Unklar das Fehlen der Resonantengemination (regulär neben o-Stufe?).,an. belja ‘brüllen’{5}
142,?*bʰelH-{1},perfect,Germanic,germ.,false,ball,bellte,,,mhd. ball ‘bellte’
143,?*bʰelH-{1},sta-present,Baltic,lit.,false,pra-bìlstu,zu reden anfangen,,,"lit. pra-bìlstu, (-bìlti) ‘zu reden anfangen’"
144,?*bʰelH-{1},sta-present,Baltic,lit.,false,-bìlti,,,,"lit. pra-bìlstu, (-bìlti) ‘zu reden anfangen’"
145,?*bʰelk-{1},zero-grade i̯é-present,Italic,lat.,false,fulciō,stützen (durch Balken usw.),,,"lat. fulciō, -īre ‘stützen (durch Balken usw.)’"
146,?*bʰen-{1},éi̯e-causative–iterative,Iranian,aav.,false,bąnaiiən,sie machen krank,3,3: Oder denom.?,aav. bąnaiiən ‘sie machen krank’{3}
147,?*bʰend-{1},full-grade e-present,Indic,ved.,false,bhandate,fühlt sich glücklich,2,2: Vgl. GOTŌ 223-4.,ved. bhandate ‘fühlt sich glücklich’{2}
148,*bʰendʰ-{1},full-grade e-present,Germanic,got.,false,bindan,binden,,,got. (+) bindan ‘binden’
149,*bʰendʰ-{1},nā-present,Indic,ved.,false,ábadhnāt,band,2,"2: Nach HOFFMANN bei KELLENS, Verbe 1383 Umbildung nach dem Synonym sinā́-.",ved. ábadhnāt ‘band’{2}
150,*bʰendʰ-{1},nā-present,Germanic,got.,false,and-bundnan,entbunden werden,,,got. and-bundnan ‘entbunden werden’
151,*bʰendʰ-{1},causative–iterative,Indic,ved.,false,abandhayat,ließ binden,ŚB,ŚB,ved. (ŚB) abandhayat ‘ließ binden’
152,*bʰendʰ-{1},causative–iterative,Iranian,jav.,false,baṇdaiieiti,bindet,3,"3: Nach KELLENS, Verbe 138 Substitutions-Präs. [aber wofür?].",jav. baṇdaiieiti ‘bindet’{3}
153,*bʰendʰ-{1},causative–iterative,Germanic,ae.,false,bendan,"binden, spannen",,,"ae. (+) bendan ‘binden, spannen’"
154,*bʰendʰ-{1},perfect,Indic,ved. (AV),false,babándha,hat gebunden,4,"4: Schwacher Stamm analogisch nasallos bedh-, vgl. KÜMMEL, Perfekt 328-9.",ved. (AV) babándha ‘hat gebunden’{4}
155,*bʰendʰ-{1},perfect,Germanic,got.,false,band,band,,,got. (+) band ‘band’
156,*bʰeng̑ʰ-,full-grade e-present,Iranian,aav.,false,də-bązaitī,festigt,2,"2: *db- des Aav. scheint auch sonst im Iran. vorzukommen, z.B. in sogd. δβ’nz ‘dick’. Als Phänomen unerklärt (viell. Rest eines Präverbs *(H)d-, vgl. 3.*sel?).","aav. də-bązaitī, jav. bązaiti ‘festigt’{2}"
157,*bʰeng̑ʰ-,full-grade e-present,Iranian,jav.,false,bązaiti,festigt,,,"aav. də-bązaitī, jav. bązaiti ‘festigt’{2}"
158,*bʰeng̑ʰ-,éi̯e-causative–iterative,Indic,ved. (YV),false,bamँhayate,"stärkt, läßt anwachsen",,,"ved. (YV) bamँhayate ‘stärkt, läßt anwachsen’"
159,*bʰer-,amphidynamic root-present,Indic,ved.,false,bhárti,trägt,2,"2: Nur RV 1,173,6; (ví) 6,13,3; nach GOTŌ 227 dem Ipv. Du. nachgebildet; nach SZEMERÉNYI, Syncope 197-8 sekundär zu redupliziertem bibhárti. –","ved. bhárti ‘trägt’{2}, 2d Ipv. (YV) bhartám/bhr̥tám ‘bringt!’{3}"
160,*bʰer-,amphidynamic root-present,Indic,ved.,false,bhartám/bhr̥tám,bringt!,3,"3: Möglicherweise Aorist, vgl. SZEMERÉNYI, Syncope 197; GOTŌ 227.","ved. bhárti ‘trägt’{2}, 2d Ipv. (YV) bhartám/bhr̥tám ‘bringt!’{3}"
161,*bʰer-,amphidynamic root-present,Iranian,"""barətū Y. 33","""false""","9""","""soll bringen!""","""4""","""4""","aav. barətū Y. 33,9 ‘soll bringen!’{4}"
162,*bʰer-,amphidynamic root-present,Greek,gr.,false,φέρτε,bringt!,5,"5: Alte Form mit optionaler Synkope aus φέρετε nach SZEMERÉNYI, Syncope 199.","gr. Ipv. φέρτε Il. 9,172 ‘bringt!’{5}"
163,*bʰer-,i-reduplicated athematic present,Indic,ved.,false,bibhárti,trägt,6,"6: Mantrasprachlich auch bíbhar-; anders als bhára- nur durativ in der Bedeutung ‘tragen’, fast immer ohne Präverb, vgl. GOTŌ 226-7.",ved. bibhárti ‘trägt’{6}
164,*bʰer-,full-grade e-present,Indic,ved.,false,bhárati,"trägt, bringt",7,"7: Im RV noch ‘tragen’ neben ‘bringen’, später nur noch ‘bringen’, vgl. GOTŌ 225-6.","ved. bhárati ‘trägt, bringt’{7}"
165,*bʰer-,full-grade e-present,Iranian,aav.,false,baraitī,"trägt, bringt",,,"aav. baraitī ‘trägt, bringt’"
166,*bʰer-,full-grade e-present,Armenian,arm.,false,berem,"trage, bringe",,,"arm. berem ‘trage, bringe’"
167,*bʰer-,full-grade e-present,Phrygian,phryg.,false,ab-beret,bringt,,,phryg. ab-beret ‘bringt’
168,*bʰer-,full-grade e-present,Greek,gr.,false,φέρω,"trage, bringe",,,"gr. φέρω ‘trage, bringe’"
169,*bʰer-,full-grade e-present,Italic,lat.,false,ferō,tragen,8,"8: Die athematischen lat. Formen (3s fert usw.) sind am besten als synkopierte Allegroformen zu erklären, gegen Relikte athem. Flexion spricht besonders der Konj. feram usw. (nicht †ferim), vgl. SZEMERÉNYI, Syncope 198-9. Erwägenswert bleibt allerdings Einfluß einer (dereduplizierten?) Fortsetzung des reduplizierten Präsens, MEISER, LLF 224.","lat. ferō, ferre ‘tragen’{8}"
170,*bʰer-,full-grade e-present,Celtic,air.,false,beir,"tragen, bringen",,,"air. -beir, -berat ‘tragen, bringen’"
171,*bʰer-,full-grade e-present,Celtic,air.,false,berat,"tragen, bringen",,,"air. -beir, -berat ‘tragen, bringen’"
172,*bʰer-,full-grade e-present,Germanic,de.,false,bairan,"tragen, gebären",,,"got. (+) bairan ‘tragen, gebären’"
173,*bʰer-,full-grade e-present,Baltic,lit.,false,beriù,"streuen, ausschütten",9,"9: Zur Semantik vgl. HERMANN, Studi Baltici 3 (1933, 65-8; dazu auch byrù (d.h. bįrù), bìrti und birù, birė́ti ‘verstreut werden’.","?[lit. beriù, (ber̃ti) ‘streuen, ausschütten’{9}"
174,*bʰer-,full-grade e-present,Baltic,lit.,false,ber̃ti,,,,"?[lit. beriù, (ber̃ti) ‘streuen, ausschütten’{9}"
175,*bʰer-,full-grade e-present,Slavic,aksl.,false,berǫ,"sammeln, nehmen",,,"aksl. (+) berǫ, (bьrati) ‘sammeln, nehmen’"
176,*bʰer-,full-grade e-present,Slavic,aksl.,false,bьrati,"sammeln, nehmen",,,"aksl. (+) berǫ, (bьrati) ‘sammeln, nehmen’"
177,*bʰer-,full-grade e-present,Tocharian,- ,false,paräṃ,"trägt, bringt, nimmt",9a,9a,"toch.B akt. paräṃ, A med. pärtär ‘trägt, bringt, nimmt’{9a}"
178,*bʰer-,full-grade e-present,Tocharian,A,false,pärtär,"trägt, bringt, nimmt",,,"toch.B akt. paräṃ, A med. pärtär ‘trägt, bringt, nimmt’{9a}"
179,*bʰer-,full-grade e-present,Albanian,ger.,false,bie,"trägt, bringt",9b,9b,"[alb. bie ‘trägt, bringt’{9b}"
180,*bʰer-,sigmatic aorist,Indic,ved.,false,abhār,hat gebracht,10,"10: Vgl. NARTEN 183, die mit Neubildung rechnet; im Av. scheint der Aor. zu bara- suppletiv von *h₁nek̑ (s.d.) gebildet zu sein.",ved. abhār ‘hat gebracht’{10}
181,*bʰer-,sigmatic aorist,Celtic,air.,false,birt,trug,11,"11: Vgl. WATKINS, Celtic Verb 171; MCCONE 67-8.","air. birt, -bert ‘trug’{11}"
182,*bʰer-,sigmatic aorist,Celtic,air.,false,-bert,trug,11,"11: Vgl. WATKINS, Celtic Verb 171; MCCONE 67-8.","air. birt, -bert ‘trug’{11}"
183,*bʰer-,iterative,Greek,gr.,false,φορέω,trage,,,gr. φορέω ‘trage’
184,*bʰer-,iterative,Albanian,Language,Questionable,Reflex,Meaning,Notes,Notes,"[alb. m-ban ‘hält, trägt’{12}"
185,*bʰer-,iterative,Albanian,alb.,false,m-ban,"hält, trägt",12,"12: < *bar-ni̯e-, umgebildet zum ni̯e-Präs., s. OREL 248 mit Lit.","[alb. m-ban ‘hält, trägt’{12}"
186,*bʰer-,perfect,Indic,ved.,false,jabhā́ra,"hat getragen, hat gebracht",13,"13: Synchron Perfekt nur zum Präsens bhárati; Redupl. mit *ja- stammt von jahā́ra, vgl. KÜMMEL, Perfekt 338-43. –","ved. jabhā́ra ‘hat getragen, hat gebracht’{13}, babhre, (ŚB) babhāra ‘hat getragen’{14}"
187,*bʰer-,perfect,Indic,ved.,false,babhre,,,,"ved. jabhā́ra ‘hat getragen, hat gebracht’{13}, babhre, (ŚB) babhāra ‘hat getragen’{14}"
188,*bʰer-,perfect,Indic,(ŚB),false,babhāra,hat getragen,14,"14: Synchron Perfekt zu bibhárti, s. KÜMMEL, Perfekt 342-3.","ved. jabhā́ra ‘hat getragen, hat gebracht’{13}, babhre, (ŚB) babhāra ‘hat getragen’{14}"
189,*bʰer-,perfect,Iranian,jav.,false,baβrarə,haben gebracht,15,"15: KÜMMEL, Perfekt 653-4.",jav. baβrarə ‘haben gebracht’{15}
190,*bʰer-,perfect,Germanic,got.,false,bar,trug,,,got. (+) bar ‘trug’
191,?*bʰerdʰ-{1},root aorist,Greek,gr.,false,ἔπραθον,"erbeutete, nahm ein",,,"[gr. ἔπραθον ‘erbeutete, nahm ein’"
192,?*bʰerdʰ-{1},full-grade e-present,Greek,gr.,false,πέρθω,"erbeute, nehme ein",,,"gr. πέρθω ‘erbeute, nehme ein’"
193,?*bʰerdʰ-{1},iterative,Greek,gr.,false,πορθέω,"erbeute, nehme ein",,,"gr. πορθέω ‘erbeute, nehme ein’"
194,?*bʰerdʰ-{1},s-aorist,Greek,gr.,false,ἔπερσα,"erbeutete, nahm ein",,,"gr. ἔπερσα ‘erbeutete, nahm ein’"
195,*bʰerg̑-{1},zero-grade i̯é-present,Indic,ved.,false,bhr̥jjáti,röstet,2,"2: Nach KEWA II 520 volkstümlich für *bhr̥jyá-; nach IEW 137 sk̑e-Präs., doch hätte *bʰr̥g̑- sk̑é- in jedem Falle zu *bʰr̥sk̑é- > ved. †br̥cchá- geführt.",ved. (< mi.) bhr̥jjáti ‘röstet’{2}
196,*bʰerg̑ʰ-{1},root aorist,Anatolian,heth.,false,parktaru,soll sich erheben,,,heth. parktaru ‘soll sich erheben’
197,*bʰerg̑ʰ-{1},root aorist,Armenian,arm.,false,ebarj,"hob auf, trug",,,"[arm. ebarj ‘hob auf, trug’, barjaw ‘erhob sich’"
198,*bʰerg̑ʰ-{1},root aorist,Armenian,arm.,false,barjaw,erhob sich,,,"[arm. ebarj ‘hob auf, trug’, barjaw ‘erhob sich’"
199,*bʰerg̑ʰ-{1},root aorist,Tocharian,toch.B,false,parka,erhob sich,4,4: < urtoch. *pərka < vorurtoch. *bʰerg̑ʰə-t ← *bʰérg̑ʰ-t.,"[toch.B parka, A pärk ‘erhob sich’{4}"
200,*bʰerg̑ʰ-{1},root aorist,Tocharian,A,false,pärk,erhob sich,4,4: < urtoch. *pərka < vorurtoch. *bʰerg̑ʰə-t ← *bʰérg̑ʰ-t.,"[toch.B parka, A pärk ‘erhob sich’{4}"
201,*bʰerg̑ʰ-{1},zero-grade i̯é-present,Anatolian,,,hoch,werden hoch; machen hoch,5,"5: Vgl. OETTINGER 356 mit Anm. 207; MELCHERT, InL 20 (1997) 84, 90 mit Lit. Nach PUHVEL, HS 112 (1999) 69-74 auch ‘fence off, put beyond reach’.",heth. parkiyanzi ‘werden hoch; machen hoch’{5}
202,*bʰerg̑ʰ-{1},zero-grade i̯é-present,Greek,gr.,false,φράσσω,"verschanze, befestige",5a,5a,"?gr. φράσσω, att. φράττω ‘verschanze, befestige’{5a}"
203,*bʰerg̑ʰ-{1},zero-grade i̯é-present,Greek,att.,false,φράττω,"verschanze, befestige",,,"?gr. φράσσω, att. φράττω ‘verschanze, befestige’{5a}"
204,*bʰerg̑ʰ-{1},éi̯e-causative–iterative,Indic,ved.,false,barhayā sám,ich will stärken,,,"ved. barhayā sám ‘ich will stärken’, ní … barháyas ‘schmetterst nieder’{6}"
205,*bʰerg̑ʰ-{1},éi̯e-causative–iterative,Indic,ved.,false,barháyas,schmetterst nieder,6,"6: Im Iir. könnte Vermischung mit *bʰelg̑ʰ- eingetreten sein, vgl. NARTEN, MSS 14 (1959) 45 = Kl. Schr. 8; EWAia II 212-3.","ved. barhayā sám ‘ich will stärken’, ní … barháyas ‘schmetterst nieder’{6}"
206,*bʰerg̑ʰ-{1},éi̯e-causative–iterative,Iranian,jav.,false,"us … barəzaiieni Yt. 10,108",werde aufziehen,6a,6a,"jav. Konj. us … barəzaiieni Yt. 10,108 ‘werde aufziehen’{6a}"
207,*bʰerg̑ʰ-{1},éi̯e-causative–iterative,Celtic,air.,false,d’-bairg,wirf!,7,"7: < urkelt. *borgī- ‘werfen’ ← ‘hochbringen’; vgl. PEDERSEN, VKG II 476; SCHRIJVER, BCHP 55-6.",air. d’-bairg ‘wirf!’; mkymr. bwrw ‘wirft’{7}
208,*bʰerg̑ʰ-{1},éi̯e-causative–iterative,Celtic,mkymr.,false,bwrw,wirft,7,"7: < urkelt. *borgī- ‘werfen’ ← ‘hochbringen’; vgl. PEDERSEN, VKG II 476; SCHRIJVER, BCHP 55-6.",air. d’-bairg ‘wirf!’; mkymr. bwrw ‘wirft’{7}
209,*bʰerg̑ʰ-{1},perfect,Indic,ved.,false,babr̥hāṇá-,"fest, stark",7a,7a,"ved. babr̥hāṇá- ‘fest, stark’{7a}"
210,*bʰerg̑ʰ-{1},is-aorist,Indic,ved.,false,ní barhīt,schmettert(e) nieder,8,"8: Neubildung zum Präs. ní barhaya-, vgl. NARTEN 179. Vielleicht könnte aber Fortsetzung des Wurzelaorists vorliegen, s. KÜMMEL, Perfekt 330587.",ved. ní barhīt ‘schmettert(e) nieder’{8}
211,*bʰerg̑ʰ-{1},R(e)-e-present,Indic,ĀpM,false,úpa barhasva,leg (den Arm) unter!,9,9: S. GOTŌ 215.,spätved. (ĀpM) úpa barhasva ‘leg (den Arm) unter!’{9}
212,*bʰerg̑ʰ-{1},nasal present,Indic,ved.,false,pári br̥mँhati,befestigt ringsum,10,"10: Umbildung nach dŕ̥mँhati ‘festigt’, vgl. GOTŌ 215.",[ved. (ŚB) pári br̥mँhati ‘befestigt ringsum’{10}
213,*bʰerg̑ʰ-{1},nasal present,Armenian,arm.,false,bar̄nam,"hebe auf, hebe, trage",11,"11: Wohl Analogiebildung zum Aor. nach dem Vorbild einer Seṭ-Wurzel. Falls *bʰerg̑ʰH- anzusetzen ist, kann natürlich eine alte Bildung *bʰr̥g̑ʰ-n-H- vorliegen, vgl. KLINGENSCHMITT 109-10, der auch Umbildung aus *bʰr̥-n(e)-g̑ʰ- erwägt.","[arm. bar̄nam ‘hebe auf, hebe, trage’{11}"
214,*bʰerg̑ʰ-{1},intensive,Indic,ved.,false,,leg (den Arm) unter!,,,"ved. úpa barbr̥hi RV 10,10,10 ‘leg (den Arm) unter!’{12}"
215,*bʰerg̑ʰ-{1},essive,Tocharian,toch.A,false,pärkatär,erhebt sich,13,13: Neubildung zum Prät.,toch.A pärkatär ‘erhebt sich’{13}
216,?*bʰergʰ-{1},full-grade e-present,Germanic,got.,false,bairgan,"bergen, verwahren",1a,1a,"got. (+) bairgan ‘bergen, verwahren’{1a}"
217,?*bʰergʰ-{1},full-grade e-present,Slavic,aksl.,false,+ ne-brěgǫ,vernachlässigen,2,"2: Aksl. nur negiert belegt; vgl. russ. (+) beregú, (berāč') ‘hüten, bewahren, schonen’.","aksl. (+) ne-brěgǫ, (-brěšti) ‘vernachlässigen’{2}"
218,?*bʰergʰ-{1},full-grade e-present,Slavic,aksl.,false,-brěšti,,,,"aksl. (+) ne-brěgǫ, (-brěšti) ‘vernachlässigen’{2}"
219,?*bʰergʰ-{1},full-grade éi̯e-present,Iranian,jav.,false,bərəjaiiat̰,"hieß willkommen, ehrte",3,"3: Das av. Verbum wird mit Gen. konstruiert, was gut zu einer Grundbedeutung ‘auf jmdn. achten’ paßt. –","jav. bərəjaiiat̰ ‘hieß willkommen, ehrte’{3}, khot. buljäte ‘ehrt’{4}"
220,?*bʰergʰ-{1},full-grade éi̯e-present,Iranian,khot.,false,buljäte,ehrt,4,4: S. EMMERICK 102.,"jav. bərəjaiiat̰ ‘hieß willkommen, ehrte’{3}, khot. buljäte ‘ehrt’{4}"
221,?*bʰergʰ-{1},full-grade éi̯e-present,Germanic,?,false,byrgja,einschließen,5,"5: Oder *bʰr̥gʰ-i̯é-; innergerm. nicht als Denom. erklärbar, aber vielleicht mit jav. bərəjiia- in bərəjiiąstəma- ‘am besten verehrend’ zu vergleichen.","?an. byrgja ‘einschließen’, ae. byrgan ‘begraben’{5}"
222,?*bʰergʰ-{1},full-grade éi̯e-present,Germanic,ae.,false,byrgan,begraben,,,"?an. byrgja ‘einschließen’, ae. byrgan ‘begraben’{5}"
223,?*bʰergʰ-{1},essive,Germanic,ae.,false,borgian,leihen,,,"ae. borgian ‘leihen’,## ahd. borgēn ‘sorgen, schonen’{6}"
224,?*bʰergʰ-{1},essive,Germanic,ahd.,false,borgēn,"sorgen, schonen",,,"ae. borgian ‘leihen’,## ahd. borgēn ‘sorgen, schonen’{6}"
225,*bʰerH-{1},e-reduplicated athematic present,Baltic,lit.,false,barù,schelten,,,"[alit. barti ‘schilt’{4}, [lit. barù, (bárti) ‘schelten’, refl. ‘sich zanken’{5}"
226,*bʰerH-{1},e-reduplicated athematic present,Baltic,alit.,false,barti,schilt,4,"4: Mit Reduplikationsverlust, vgl. MEILLET, MSL 19 (1915) 185; STANG, Gramm. 312, 333, 380. –","[alit. barti ‘schilt’{4}, [lit. barù, (bárti) ‘schelten’, refl. ‘sich zanken’{5}"
227,*bʰerH-{1},e-reduplicated athematic present,Slavic,aksl.,false,borjǫ,kämpfen,5a,5a,"[aksl. borjǫ, (brati) ‘kämpfen’{5a}"
228,*bʰerH-{1},e-reduplicated athematic present,Slavic,aksl.,false,brati,kämpfen,,,"[aksl. borjǫ, (brati) ‘kämpfen’{5a}"
229,*bʰerH-{1},nasal-infix present,Indic,ai.,false,bhr̥ṇāti,"droht, schimpft",,,"?ai. (DhP) bhr̥ṇāti ‘droht, schimpft’"
230,*bʰerH-{1},nasal-infix present,Albanian,?,false,alb. bren,"nagt, zerfrißt",6,6: *bran-i̯o- ~ *bran-i- aus *bʰr̥nH- nach RASMUSSEN 228; anders OREL 34-5: *brain-ja- zu *bʰrei̯H.,"?[alb. bren ‘nagt, zerfrißt’{6}"
231,*bʰerH-{1},iterative,Germanic,an.,false,berja,schlagen,7,7: Mit fehlender Resonantengemination wegen o-Stufe?,an. (+) berja ‘schlagen’{7}
232,*bʰerH-{1},R(e)-i̯e-present,Italic,lat.,false,feriō,"stoßen, schlagen",7a,7a,"lat. feriō, -īre ‘stoßen, schlagen’{7a}"
233,*bʰerH-{1},R(e)-i̯e-present,Albanian,alb.,false,bie,"klopft, schlägt; fällt",8,"8: Vgl. HULD 142-3; OREL 24-5. Aor. suppl. ra, rash‘ (s. *reh₁s).","alb. bie ‘klopft, schlägt; fällt’{8}"
234,*bʰerh₂-{1},amphidynamic root-present,Anatolian,het.,false,parahzi,"hetzt, greift an",2,"2: Stamm parh-; vgl. OETTINGER 213-4. Nach OETTINGER, Grammatica ittita 236 könnte auchdas Deverbativ heth. parhanniye- ‘hetzen’ ererbt und mit ved. bhuraṇyáti ‘ist rührig’ zu vergleichen sein.","heth. parahzi ‘hetzt, greift an’{2}"
235,*bʰerh₂-{1},amphidynamic root-present,Indic,ved.,false,bhurántu,sollen sich tummeln,,,[ved. bhurántu ‘sollen sich tummeln’
236,*bʰerh₂-{1},amphidynamic root-present,Iranian,jav.,false,barəṇt-,stürmend,3,"3: Nach KELLENS, Verbe 57, 596, 10618 mit weiteren hierher gestellten Belegen zu bar ‘tragen’.",?[jav. Ptz. barəṇt- ‘stürmend’{3}
237,*bʰerh₂-{1},amphidynamic root-present,Italic,lat.,false,furō,rasen,4,"4: Nach WALDE-HOFMANN I 571 aus *dʰuse-, das er mit gr. lesb. θυίω ‘stürme, rase’ vergleicht; s. *dʰeu̯H-.","?[lat. furō, -ere ‘rasen’{4}"
238,*bʰerh₂-{1},intensive,Indic,ved.,false,járbhurīti,bewegt sich hin und her,5,"5: Nach HOFFMANN, IF 60 (1952) 264 = Aufs. 45 analogische Neubildung nach járbhr̥- zu bhr̥- ‘tragen’, nach SCHAEFER 161-2 aber viell. Umbildung eines älteren *bárbhur(ī)-.",ved. járbhurīti ‘bewegt sich hin und her’{5}
239,*bʰerh₂-{1},intensive,Greek,gr.,false,πορφῡ́ρει,wogt,6,"6: Nach TICHY, Onomatop. 284-5 ist Herleitung aus *pʰerpʰuri̯e- < *bʰér-bʰr̥h₂-i̯é- möglich, doch eher sei mit einem einzelsprachlichen Onomatopoetikum zu rechnen. Ein Zusammenhang mit φύρω ‘benetze, bespritze’ ist semantisch unwahrscheinlich.",?gr. πορφῡ́ρει ‘wogt’{6}
240,*bʰeru̯-{1},full-grade e-present,Italic,lat.,false,feruō,"sieden, wallen",,,"lat. feruō, -ere ‘sieden, wallen’"
241,*bʰeru̯-{1},full-grade e-present,Celtic,kymr.,false,berw-,"sieden, wallen",,,"kymr. berw- ‘sieden, wallen’"
242,*bʰeru̯-{1},iterative,Italic,lat.,false,ferueō,"sieden, wallen",2,2: Mit R(e) nach feruō.,"[lat. ferueō, -ēre ‘sieden, wallen’{2}"
243,?*bʰes-{1},root aorist,Indic,ved.,false,bhásat,soll kauen,,,ved. Konj. bhásat ‘soll kauen’
244,?*bʰes-{1},e-reduplicated athematic present,Indic,ved.,false,bábhasti,zerkaut,,,ved. bábhasti ‘zerkaut’
245,?*bʰeu̯d-{1},e-reduplicated athematic present,Germanic,ae.,false,bēatan,"schlagen, stoßen",,,"[ae. (+) bēatan ‘schlagen, stoßen’"
246,?*bʰeu̯d-{1},perfect,Celtic,air.,false,bibdu,"schuldig, Feind",2,"2: < Ptz. Akt. *bʰe-bʰud-u̯ot- (?). Wird auch zu anderen Wurzeln gestellt, vgl. VENDRYES B-49.","air. bibdu ‘schuldig, Feind’{2}"
247,?*bʰeu̯d-{1},perfect,Germanic,ae.,false,beafton,wehklagten,3,"3: Wohl Rest der reduplizierten Bildung neben geneuertem bēot, vgl. SEEBOLD 90.",ae. beafton ‘wehklagten’{3}
248,*bʰeu̯dʰ-,root aorist,Indic,ved.,false,budhánta,sie erwachen,2,"2: Aus dem medialen Wurzelaor. umgebildet ist der s-Aorist bhuts-, s.u. Der aktive iṣ-Aorist-Konj. bodhiṣat setzt vielleicht indirekt eine 3s Wurzelaorist Akt. *bodhit mit verdeutlichter Endung voraus (M. K.).",ved. 3p Inj. Med. budhánta ‘sie erwachen’{2}
